"MTU (CET/CEST)","Area","Sequence","Day-ahead Price [EUR/MWh]","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"12/01/2024 14:00:00 - 12/01/2024 15:00:00","BZN|NL","Without sequence","104.54","",""
"12/01/2024 15:00:00 - 12/01/2024 16:00:00","BZN|NL","Without sequence","110.0","",""
"12/01/2024 16:00:00 - 12/01/2024 17:00:00","BZN|NL","Without sequence","120.0","",""
"12/01/2024 17:00:00 - 12/01/2024 18:00:00","BZN|NL","Without sequence","127.5","",""
"12/01/2024 18:00:00 - 12/01/2024 19:00:00","BZN|NL","Without sequence","126.0","",""
"12/01/2024 19:00:00 - 12/01/2024 20:00:00","BZN|NL","Without sequence","119.47","",""
"12/01/2024 20:00:00 - 12/01/2024 21:00:00","BZN|NL","Without sequence","107.13","",""
"12/01/2024 21:00:00 - 12/01/2024 22:00:00","BZN|NL","Without sequence","91.7","",""
"12/01/2024 22:00:00 - 12/01/2024 23:00:00","BZN|NL","Without sequence","85.02","",""
"12/01/2024 23:00:00 - 13/01/2024 00:00:00","BZN|NL","Without sequence","82.49","",""
"13/01/2024 00:00:00 - 13/01/2024 01:00:00","BZN|NL","Without sequence","90.0","",""
"13/01/2024 01:00:00 - 13/01/2024 02:00:00","BZN|NL","Without sequence","85.43","",""
"13/01/2024 02:00:00 - 13/01/2024 03:00:00","BZN|NL","Without sequence","82.0","",""
"13/01/2024 03:00:00 - 13/01/2024 04:00:00","BZN|NL","Without sequence","78.47","",""
"13/01/2024 04:00:00 - 13/01/2024 05:00:00","BZN|NL","Without sequence","75.0","",""
"13/01/2024 05:00:00 - 13/01/2024 06:00:00","BZN|NL","Without sequence","74.94","",""
"13/01/2024 06:00:00 - 13/01/2024 07:00:00","BZN|NL","Without sequence","78.16","",""
"13/01/2024 07:00:00 - 13/01/2024 08:00:00","BZN|NL","Without sequence","77.9","",""
"13/01/2024 08:00:00 - 13/01/2024 09:00:00","BZN|NL","Without sequence","74.92","",""
"13/01/2024 09:00:00 - 13/01/2024 10:00:00","BZN|NL","Without sequence","85.4","",""
"13/01/2024 10:00:00 - 13/01/2024 11:00:00","BZN|NL","Without sequence","88.4","",""
"13/01/2024 11:00:00 - 13/01/2024 12:00:00","BZN|NL","Without sequence","86.1","",""
"13/01/2024 12:00:00 - 13/01/2024 13:00:00","BZN|NL","Without sequence","79.7","",""
"13/01/2024 13:00:00 - 13/01/2024 14:00:00","BZN|NL","Without sequence","80.82","",""
"13/01/2024 14:00:00 - 13/01/2024 15:00:00","BZN|NL","Without sequence","81.5","",""
"13/01/2024 15:00:00 - 13/01/2024 16:00:00","BZN|NL","Without sequence","87.0","",""
"13/01/2024 16:00:00 - 13/01/2024 17:00:00","BZN|NL","Without sequence","97.3","",""
"13/01/2024 17:00:00 - 13/01/2024 18:00:00","BZN|NL","Without sequence","114.6","",""
"13/01/2024 18:00:00 - 13/01/2024 19:00:00","BZN|NL","Without sequence","102.8","",""
"13/01/2024 19:00:00 - 13/01/2024 20:00:00","BZN|NL","Without sequence","84.6","",""
"13/01/2024 20:00:00 - 13/01/2024 21:00:00","BZN|NL","Without sequence","75.47","",""
"13/01/2024 21:00:00 - 13/01/2024 22:00:00","BZN|NL","Without sequence","81.0","",""
"13/01/2024 22:00:00 - 13/01/2024 23:00:00","BZN|NL","Without sequence","85.0","",""
"13/01/2024 23:00:00 - 14/01/2024 00:00:00","BZN|NL","Without sequence","80.0","",""
"14/01/2024 00:00:00 - 14/01/2024 01:00:00","BZN|NL","Without sequence","74.9","",""
"14/01/2024 01:00:00 - 14/01/2024 02:00:00","BZN|NL","Without sequence","74.01","",""
"14/01/2024 02:00:00 - 14/01/2024 03:00:00","BZN|NL","Without sequence","69.9","",""
"14/01/2024 03:00:00 - 14/01/2024 04:00:00","BZN|NL","Without sequence","68.24","",""
"14/01/2024 04:00:00 - 14/01/2024 05:00:00","BZN|NL","Without sequence","71.92","",""
"14/01/2024 05:00:00 - 14/01/2024 06:00:00","BZN|NL","Without sequence","80.0","",""
"14/01/2024 06:00:00 - 14/01/2024 07:00:00","BZN|NL","Without sequence","71.03","",""
"14/01/2024 07:00:00 - 14/01/2024 08:00:00","BZN|NL","Without sequence","75.92","",""
"14/01/2024 08:00:00 - 14/01/2024 09:00:00","BZN|NL","Without sequence","79.27","",""
"14/01/2024 09:00:00 - 14/01/2024 10:00:00","BZN|NL","Without sequence","93.0","",""
"14/01/2024 10:00:00 - 14/01/2024 11:00:00","BZN|NL","Without sequence","97.11","",""
"14/01/2024 11:00:00 - 14/01/2024 12:00:00","BZN|NL","Without sequence","87.2","",""
"14/01/2024 12:00:00 - 14/01/2024 13:00:00","BZN|NL","Without sequence","80.39","",""
"14/01/2024 13:00:00 - 14/01/2024 14:00:00","BZN|NL","Without sequence","77.04","",""
"14/01/2024 14:00:00 - 14/01/2024 15:00:00","BZN|NL","Without sequence","79.15","",""
"14/01/2024 15:00:00 - 14/01/2024 16:00:00","BZN|NL","Without sequence","82.32","",""
"14/01/2024 16:00:00 - 14/01/2024 17:00:00","BZN|NL","Without sequence","86.62","",""
"14/01/2024 17:00:00 - 14/01/2024 18:00:00","BZN|NL","Without sequence","91.86","",""
"14/01/2024 18:00:00 - 14/01/2024 19:00:00","BZN|NL","Without sequence","94.9","",""
"14/01/2024 19:00:00 - 14/01/2024 20:00:00","BZN|NL","Without sequence","85.0","",""
"14/01/2024 20:00:00 - 14/01/2024 21:00:00","BZN|NL","Without sequence","79.06","",""
"14/01/2024 21:00:00 - 14/01/2024 22:00:00","BZN|NL","Without sequence","78.6","",""
"14/01/2024 22:00:00 - 14/01/2024 23:00:00","BZN|NL","Without sequence","75.39","",""
"14/01/2024 23:00:00 - 15/01/2024 00:00:00","BZN|NL","Without sequence","67.19","",""
"15/01/2024 00:00:00 - 15/01/2024 01:00:00","BZN|NL","Without sequence","67.9","",""
"15/01/2024 01:00:00 - 15/01/2024 02:00:00","BZN|NL","Without sequence","65.0","",""
"15/01/2024 02:00:00 - 15/01/2024 03:00:00","BZN|NL","Without sequence","63.94","",""
"15/01/2024 03:00:00 - 15/01/2024 04:00:00","BZN|NL","Without sequence","62.04","",""
"15/01/2024 04:00:00 - 15/01/2024 05:00:00","BZN|NL","Without sequence","62.04","",""
"15/01/2024 05:00:00 - 15/01/2024 06:00:00","BZN|NL","Without sequence","69.25","",""
"15/01/2024 06:00:00 - 15/01/2024 07:00:00","BZN|NL","Without sequence","80.18","",""
"15/01/2024 07:00:00 - 15/01/2024 08:00:00","BZN|NL","Without sequence","84.4","",""
"15/01/2024 08:00:00 - 15/01/2024 09:00:00","BZN|NL","Without sequence","99.34","",""
"15/01/2024 09:00:00 - 15/01/2024 10:00:00","BZN|NL","Without sequence","100.3","",""
"15/01/2024 10:00:00 - 15/01/2024 11:00:00","BZN|NL","Without sequence","94.89","",""
"15/01/2024 11:00:00 - 15/01/2024 12:00:00","BZN|NL","Without sequence","90.2","",""
"15/01/2024 12:00:00 - 15/01/2024 13:00:00","BZN|NL","Without sequence","81.18","",""
"15/01/2024 13:00:00 - 15/01/2024 14:00:00","BZN|NL","Without sequence","82.2","",""
"15/01/2024 14:00:00 - 15/01/2024 15:00:00","BZN|NL","Without sequence","84.6","",""
"15/01/2024 15:00:00 - 15/01/2024 16:00:00","BZN|NL","Without sequence","89.57","",""
"15/01/2024 16:00:00 - 15/01/2024 17:00:00","BZN|NL","Without sequence","97.62","",""
"15/01/2024 17:00:00 - 15/01/2024 18:00:00","BZN|NL","Without sequence","106.51","",""
"15/01/2024 18:00:00 - 15/01/2024 19:00:00","BZN|NL","Without sequence","112.81","",""
"15/01/2024 19:00:00 - 15/01/2024 20:00:00","BZN|NL","Without sequence","105.13","",""
"15/01/2024 20:00:00 - 15/01/2024 21:00:00","BZN|NL","Without sequence","94.4","",""
"15/01/2024 21:00:00 - 15/01/2024 22:00:00","BZN|NL","Without sequence","79.04","",""
"15/01/2024 22:00:00 - 15/01/2024 23:00:00","BZN|NL","Without sequence","77.76","",""
"15/01/2024 23:00:00 - 16/01/2024 00:00:00","BZN|NL","Without sequence","78.5","",""
"16/01/2024 00:00:00 - 16/01/2024 01:00:00","BZN|NL","Without sequence","68.0","",""
"16/01/2024 01:00:00 - 16/01/2024 02:00:00","BZN|NL","Without sequence","76.51","",""
"16/01/2024 02:00:00 - 16/01/2024 03:00:00","BZN|NL","Without sequence","77.43","",""
"16/01/2024 03:00:00 - 16/01/2024 04:00:00","BZN|NL","Without sequence","76.82","",""
"16/01/2024 04:00:00 - 16/01/2024 05:00:00","BZN|NL","Without sequence","73.05","",""
"16/01/2024 05:00:00 - 16/01/2024 06:00:00","BZN|NL","Without sequence","72.61","",""
"16/01/2024 06:00:00 - 16/01/2024 07:00:00","BZN|NL","Without sequence","92.4","",""
"16/01/2024 07:00:00 - 16/01/2024 08:00:00","BZN|NL","Without sequence","115.8","",""
"16/01/2024 08:00:00 - 16/01/2024 09:00:00","BZN|NL","Without sequence","144.11","",""
"16/01/2024 09:00:00 - 16/01/2024 10:00:00","BZN|NL","Without sequence","138.6","",""
"16/01/2024 10:00:00 - 16/01/2024 11:00:00","BZN|NL","Without sequence","122.0","",""
"16/01/2024 11:00:00 - 16/01/2024 12:00:00","BZN|NL","Without sequence","110.0","",""
"16/01/2024 12:00:00 - 16/01/2024 13:00:00","BZN|NL","Without sequence","88.0","",""
"16/01/2024 13:00:00 - 16/01/2024 14:00:00","BZN|NL","Without sequence","88.1","",""
"16/01/2024 14:00:00 - 16/01/2024 15:00:00","BZN|NL","Without sequence","84.0","",""
"16/01/2024 15:00:00 - 16/01/2024 16:00:00","BZN|NL","Without sequence","110.29","",""
"16/01/2024 16:00:00 - 16/01/2024 17:00:00","BZN|NL","Without sequence","111.69","",""
"16/01/2024 17:00:00 - 16/01/2024 18:00:00","BZN|NL","Without sequence","128.3","",""
"16/01/2024 18:00:00 - 16/01/2024 19:00:00","BZN|NL","Without sequence","122.1","",""
"16/01/2024 19:00:00 - 16/01/2024 20:00:00","BZN|NL","Without sequence","102.0","",""
"16/01/2024 20:00:00 - 16/01/2024 21:00:00","BZN|NL","Without sequence","89.97","",""
"16/01/2024 21:00:00 - 16/01/2024 22:00:00","BZN|NL","Without sequence","84.0","",""
"16/01/2024 22:00:00 - 16/01/2024 23:00:00","BZN|NL","Without sequence","82.21","",""
"16/01/2024 23:00:00 - 17/01/2024 00:00:00","BZN|NL","Without sequence","75.2","",""
"17/01/2024 00:00:00 - 17/01/2024 01:00:00","BZN|NL","Without sequence","71.8","",""
"17/01/2024 01:00:00 - 17/01/2024 02:00:00","BZN|NL","Without sequence","71.65","",""
"17/01/2024 02:00:00 - 17/01/2024 03:00:00","BZN|NL","Without sequence","70.73","",""
"17/01/2024 03:00:00 - 17/01/2024 04:00:00","BZN|NL","Without sequence","69.79","",""
"17/01/2024 04:00:00 - 17/01/2024 05:00:00","BZN|NL","Without sequence","69.54","",""
"17/01/2024 05:00:00 - 17/01/2024 06:00:00","BZN|NL","Without sequence","71.31","",""
"17/01/2024 06:00:00 - 17/01/2024 07:00:00","BZN|NL","Without sequence","75.57","",""
"17/01/2024 07:00:00 - 17/01/2024 08:00:00","BZN|NL","Without sequence","84.94","",""
"17/01/2024 08:00:00 - 17/01/2024 09:00:00","BZN|NL","Without sequence","96.74","",""
"17/01/2024 09:00:00 - 17/01/2024 10:00:00","BZN|NL","Without sequence","106.18","",""
"17/01/2024 10:00:00 - 17/01/2024 11:00:00","BZN|NL","Without sequence","110.33","",""
"17/01/2024 11:00:00 - 17/01/2024 12:00:00","BZN|NL","Without sequence","111.1","",""
"17/01/2024 12:00:00 - 17/01/2024 13:00:00","BZN|NL","Without sequence","113.74","",""
"17/01/2024 13:00:00 - 17/01/2024 14:00:00","BZN|NL","Without sequence","116.73","",""
"17/01/2024 14:00:00 - 17/01/2024 15:00:00","BZN|NL","Without sequence","118.0","",""
"17/01/2024 15:00:00 - 17/01/2024 16:00:00","BZN|NL","Without sequence","122.62","",""
"17/01/2024 16:00:00 - 17/01/2024 17:00:00","BZN|NL","Without sequence","126.55","",""
"17/01/2024 17:00:00 - 17/01/2024 18:00:00","BZN|NL","Without sequence","136.91","",""
"17/01/2024 18:00:00 - 17/01/2024 19:00:00","BZN|NL","Without sequence","122.51","",""
"17/01/2024 19:00:00 - 17/01/2024 20:00:00","BZN|NL","Without sequence","113.1","",""
"17/01/2024 20:00:00 - 17/01/2024 21:00:00","BZN|NL","Without sequence","99.16","",""
"17/01/2024 21:00:00 - 17/01/2024 22:00:00","BZN|NL","Without sequence","93.73","",""
"17/01/2024 22:00:00 - 17/01/2024 23:00:00","BZN|NL","Without sequence","89.1","",""
"17/01/2024 23:00:00 - 18/01/2024 00:00:00","BZN|NL","Without sequence","83.21","",""
"18/01/2024 00:00:00 - 18/01/2024 01:00:00","BZN|NL","Without sequence","80.3","",""
"18/01/2024 01:00:00 - 18/01/2024 02:00:00","BZN|NL","Without sequence","76.99","",""
"18/01/2024 02:00:00 - 18/01/2024 03:00:00","BZN|NL","Without sequence","74.67","",""
"18/01/2024 03:00:00 - 18/01/2024 04:00:00","BZN|NL","Without sequence","74.18","",""
"18/01/2024 04:00:00 - 18/01/2024 05:00:00","BZN|NL","Without sequence","76.09","",""
"18/01/2024 05:00:00 - 18/01/2024 06:00:00","BZN|NL","Without sequence","77.6","",""
"18/01/2024 06:00:00 - 18/01/2024 07:00:00","BZN|NL","Without sequence","89.09","",""
"18/01/2024 07:00:00 - 18/01/2024 08:00:00","BZN|NL","Without sequence","109.23","",""
"18/01/2024 08:00:00 - 18/01/2024 09:00:00","BZN|NL","Without sequence","121.98","",""
"18/01/2024 09:00:00 - 18/01/2024 10:00:00","BZN|NL","Without sequence","118.26","",""
"18/01/2024 10:00:00 - 18/01/2024 11:00:00","BZN|NL","Without sequence","110.4","",""
"18/01/2024 11:00:00 - 18/01/2024 12:00:00","BZN|NL","Without sequence","80.0","",""
"18/01/2024 12:00:00 - 18/01/2024 13:00:00","BZN|NL","Without sequence","83.95","",""
"18/01/2024 13:00:00 - 18/01/2024 14:00:00","BZN|NL","Without sequence","70.64","",""
"18/01/2024 14:00:00 - 18/01/2024 15:00:00","BZN|NL","Without sequence","86.61","",""
"18/01/2024 15:00:00 - 18/01/2024 16:00:00","BZN|NL","Without sequence","85.8","",""
"18/01/2024 16:00:00 - 18/01/2024 17:00:00","BZN|NL","Without sequence","98.68","",""
"18/01/2024 17:00:00 - 18/01/2024 18:00:00","BZN|NL","Without sequence","103.75","",""
"18/01/2024 18:00:00 - 18/01/2024 19:00:00","BZN|NL","Without sequence","103.35","",""
"18/01/2024 19:00:00 - 18/01/2024 20:00:00","BZN|NL","Without sequence","87.85","",""
"18/01/2024 20:00:00 - 18/01/2024 21:00:00","BZN|NL","Without sequence","81.0","",""
"18/01/2024 21:00:00 - 18/01/2024 22:00:00","BZN|NL","Without sequence","83.14","",""
"18/01/2024 22:00:00 - 18/01/2024 23:00:00","BZN|NL","Without sequence","76.63","",""
"18/01/2024 23:00:00 - 19/01/2024 00:00:00","BZN|NL","Without sequence","73.61","",""
"19/01/2024 00:00:00 - 19/01/2024 01:00:00","BZN|NL","Without sequence","69.14","",""
"19/01/2024 01:00:00 - 19/01/2024 02:00:00","BZN|NL","Without sequence","66.26","",""
"19/01/2024 02:00:00 - 19/01/2024 03:00:00","BZN|NL","Without sequence","63.0","",""
"19/01/2024 03:00:00 - 19/01/2024 04:00:00","BZN|NL","Without sequence","62.76","",""
"19/01/2024 04:00:00 - 19/01/2024 05:00:00","BZN|NL","Without sequence","63.32","",""
"19/01/2024 05:00:00 - 19/01/2024 06:00:00","BZN|NL","Without sequence","66.9","",""
"19/01/2024 06:00:00 - 19/01/2024 07:00:00","BZN|NL","Without sequence","76.49","",""
"19/01/2024 07:00:00 - 19/01/2024 08:00:00","BZN|NL","Without sequence","86.0","",""
"19/01/2024 08:00:00 - 19/01/2024 09:00:00","BZN|NL","Without sequence","104.27","",""
"19/01/2024 09:00:00 - 19/01/2024 10:00:00","BZN|NL","Without sequence","99.91","",""
"19/01/2024 10:00:00 - 19/01/2024 11:00:00","BZN|NL","Without sequence","87.53","",""
"19/01/2024 11:00:00 - 19/01/2024 12:00:00","BZN|NL","Without sequence","84.0","",""
"19/01/2024 12:00:00 - 19/01/2024 13:00:00","BZN|NL","Without sequence","72.21","",""
"19/01/2024 13:00:00 - 19/01/2024 14:00:00","BZN|NL","Without sequence","73.36","",""
"19/01/2024 14:00:00 - 19/01/2024 15:00:00","BZN|NL","Without sequence","75.22","",""
"19/01/2024 15:00:00 - 19/01/2024 16:00:00","BZN|NL","Without sequence","73.04","",""
"19/01/2024 16:00:00 - 19/01/2024 17:00:00","BZN|NL","Without sequence","84.9","",""
"19/01/2024 17:00:00 - 19/01/2024 18:00:00","BZN|NL","Without sequence","93.75","",""
"19/01/2024 18:00:00 - 19/01/2024 19:00:00","BZN|NL","Without sequence","87.9","",""
"19/01/2024 19:00:00 - 19/01/2024 20:00:00","BZN|NL","Without sequence","74.9","",""
"19/01/2024 20:00:00 - 19/01/2024 21:00:00","BZN|NL","Without sequence","72.95","",""
"19/01/2024 21:00:00 - 19/01/2024 22:00:00","BZN|NL","Without sequence","71.12","",""
"19/01/2024 22:00:00 - 19/01/2024 23:00:00","BZN|NL","Without sequence","68.64","",""
"19/01/2024 23:00:00 - 20/01/2024 00:00:00","BZN|NL","Without sequence","64.75","",""
"20/01/2024 00:00:00 - 20/01/2024 01:00:00","BZN|NL","Without sequence","66.0","",""
"20/01/2024 01:00:00 - 20/01/2024 02:00:00","BZN|NL","Without sequence","67.51","",""
"20/01/2024 02:00:00 - 20/01/2024 03:00:00","BZN|NL","Without sequence","63.54","",""
"20/01/2024 03:00:00 - 20/01/2024 04:00:00","BZN|NL","Without sequence","61.82","",""
"20/01/2024 04:00:00 - 20/01/2024 05:00:00","BZN|NL","Without sequence","61.85","",""
"20/01/2024 05:00:00 - 20/01/2024 06:00:00","BZN|NL","Without sequence","61.75","",""
"20/01/2024 06:00:00 - 20/01/2024 07:00:00","BZN|NL","Without sequence","62.59","",""
"20/01/2024 07:00:00 - 20/01/2024 08:00:00","BZN|NL","Without sequence","66.9","",""
"20/01/2024 08:00:00 - 20/01/2024 09:00:00","BZN|NL","Without sequence","74.82","",""
"20/01/2024 09:00:00 - 20/01/2024 10:00:00","BZN|NL","Without sequence","77.9","",""
"20/01/2024 10:00:00 - 20/01/2024 11:00:00","BZN|NL","Without sequence","71.8","",""
"20/01/2024 11:00:00 - 20/01/2024 12:00:00","BZN|NL","Without sequence","69.6","",""
"20/01/2024 12:00:00 - 20/01/2024 13:00:00","BZN|NL","Without sequence","64.89","",""
"20/01/2024 13:00:00 - 20/01/2024 14:00:00","BZN|NL","Without sequence","66.9","",""
"20/01/2024 14:00:00 - 20/01/2024 15:00:00","BZN|NL","Without sequence","73.37","",""
"20/01/2024 15:00:00 - 20/01/2024 16:00:00","BZN|NL","Without sequence","79.14","",""
"20/01/2024 16:00:00 - 20/01/2024 17:00:00","BZN|NL","Without sequence","87.86","",""
"20/01/2024 17:00:00 - 20/01/2024 18:00:00","BZN|NL","Without sequence","94.98","",""
"20/01/2024 18:00:00 - 20/01/2024 19:00:00","BZN|NL","Without sequence","99.89","",""
"20/01/2024 19:00:00 - 20/01/2024 20:00:00","BZN|NL","Without sequence","91.57","",""
"20/01/2024 20:00:00 - 20/01/2024 21:00:00","BZN|NL","Without sequence","80.0","",""
"20/01/2024 21:00:00 - 20/01/2024 22:00:00","BZN|NL","Without sequence","75.72","",""
"20/01/2024 22:00:00 - 20/01/2024 23:00:00","BZN|NL","Without sequence","70.42","",""
"20/01/2024 23:00:00 - 21/01/2024 00:00:00","BZN|NL","Without sequence","69.13","",""
"21/01/2024 00:00:00 - 21/01/2024 01:00:00","BZN|NL","Without sequence","62.5","",""
"21/01/2024 01:00:00 - 21/01/2024 02:00:00","BZN|NL","Without sequence","57.0","",""
"21/01/2024 02:00:00 - 21/01/2024 03:00:00","BZN|NL","Without sequence","55.15","",""
"21/01/2024 03:00:00 - 21/01/2024 04:00:00","BZN|NL","Without sequence","50.89","",""
"21/01/2024 04:00:00 - 21/01/2024 05:00:00","BZN|NL","Without sequence","48.31","",""
"21/01/2024 05:00:00 - 21/01/2024 06:00:00","BZN|NL","Without sequence","46.94","",""
"21/01/2024 06:00:00 - 21/01/2024 07:00:00","BZN|NL","Without sequence","45.0","",""
"21/01/2024 07:00:00 - 21/01/2024 08:00:00","BZN|NL","Without sequence","42.17","",""
"21/01/2024 08:00:00 - 21/01/2024 09:00:00","BZN|NL","Without sequence","51.0","",""
"21/01/2024 09:00:00 - 21/01/2024 10:00:00","BZN|NL","Without sequence","60.0","",""
"21/01/2024 10:00:00 - 21/01/2024 11:00:00","BZN|NL","Without sequence","59.09","",""
"21/01/2024 11:00:00 - 21/01/2024 12:00:00","BZN|NL","Without sequence","56.24","",""
"21/01/2024 12:00:00 - 21/01/2024 13:00:00","BZN|NL","Without sequence","59.9","",""
"21/01/2024 13:00:00 - 21/01/2024 14:00:00","BZN|NL","Without sequence","52.74","",""
"21/01/2024 14:00:00 - 21/01/2024 15:00:00","BZN|NL","Without sequence","55.84","",""
"21/01/2024 15:00:00 - 21/01/2024 16:00:00","BZN|NL","Without sequence","57.21","",""
"21/01/2024 16:00:00 - 21/01/2024 17:00:00","BZN|NL","Without sequence","55.53","",""
"21/01/2024 17:00:00 - 21/01/2024 18:00:00","BZN|NL","Without sequence","68.79","",""
"21/01/2024 18:00:00 - 21/01/2024 19:00:00","BZN|NL","Without sequence","82.0","",""
"21/01/2024 19:00:00 - 21/01/2024 20:00:00","BZN|NL","Without sequence","64.0","",""
"21/01/2024 20:00:00 - 21/01/2024 21:00:00","BZN|NL","Without sequence","60.2","",""
"21/01/2024 21:00:00 - 21/01/2024 22:00:00","BZN|NL","Without sequence","57.0","",""
"21/01/2024 22:00:00 - 21/01/2024 23:00:00","BZN|NL","Without sequence","54.26","",""
"21/01/2024 23:00:00 - 22/01/2024 00:00:00","BZN|NL","Without sequence","53.27","",""
"22/01/2024 00:00:00 - 22/01/2024 01:00:00","BZN|NL","Without sequence","44.08","",""
"22/01/2024 01:00:00 - 22/01/2024 02:00:00","BZN|NL","Without sequence","49.99","",""
"22/01/2024 02:00:00 - 22/01/2024 03:00:00","BZN|NL","Without sequence","45.0","",""
"22/01/2024 03:00:00 - 22/01/2024 04:00:00","BZN|NL","Without sequence","27.92","",""
"22/01/2024 04:00:00 - 22/01/2024 05:00:00","BZN|NL","Without sequence","18.0","",""
"22/01/2024 05:00:00 - 22/01/2024 06:00:00","BZN|NL","Without sequence","20.5","",""
"22/01/2024 06:00:00 - 22/01/2024 07:00:00","BZN|NL","Without sequence","42.27","",""
"22/01/2024 07:00:00 - 22/01/2024 08:00:00","BZN|NL","Without sequence","68.5","",""
"22/01/2024 08:00:00 - 22/01/2024 09:00:00","BZN|NL","Without sequence","130.0","",""
"22/01/2024 09:00:00 - 22/01/2024 10:00:00","BZN|NL","Without sequence","89.6","",""
"22/01/2024 10:00:00 - 22/01/2024 11:00:00","BZN|NL","Without sequence","74.34","",""
"22/01/2024 11:00:00 - 22/01/2024 12:00:00","BZN|NL","Without sequence","60.6","",""
"22/01/2024 12:00:00 - 22/01/2024 13:00:00","BZN|NL","Without sequence","57.01","",""
"22/01/2024 13:00:00 - 22/01/2024 14:00:00","BZN|NL","Without sequence","56.52","",""
"22/01/2024 14:00:00 - 22/01/2024 15:00:00","BZN|NL","Without sequence","58.55","",""
"22/01/2024 15:00:00 - 22/01/2024 16:00:00","BZN|NL","Without sequence","60.47","",""
"22/01/2024 16:00:00 - 22/01/2024 17:00:00","BZN|NL","Without sequence","67.0","",""
"22/01/2024 17:00:00 - 22/01/2024 18:00:00","BZN|NL","Without sequence","88.77","",""
"22/01/2024 18:00:00 - 22/01/2024 19:00:00","BZN|NL","Without sequence","110.3","",""
"22/01/2024 19:00:00 - 22/01/2024 20:00:00","BZN|NL","Without sequence","98.1","",""
"22/01/2024 20:00:00 - 22/01/2024 21:00:00","BZN|NL","Without sequence","67.43","",""
