"MTU (CET/CEST)","Area","Sequence","Day-ahead Price [EUR/MWh]","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"16/07/2024 00:00:00 - 16/07/2024 01:00:00","BZN|NL","Without sequence","72.59","",""
"16/07/2024 01:00:00 - 16/07/2024 02:00:00","BZN|NL","Without sequence","58.16","",""
"16/07/2024 02:00:00 - 16/07/2024 03:00:00","BZN|NL","Without sequence","49.9","",""
"16/07/2024 03:00:00 - 16/07/2024 04:00:00","BZN|NL","Without sequence","36.2","",""
"16/07/2024 04:00:00 - 16/07/2024 05:00:00","BZN|NL","Without sequence","36.28","",""
"16/07/2024 05:00:00 - 16/07/2024 06:00:00","BZN|NL","Without sequence","47.04","",""
"16/07/2024 06:00:00 - 16/07/2024 07:00:00","BZN|NL","Without sequence","74.56","",""
"16/07/2024 07:00:00 - 16/07/2024 08:00:00","BZN|NL","Without sequence","79.48","",""
"16/07/2024 08:00:00 - 16/07/2024 09:00:00","BZN|NL","Without sequence","76.17","",""
"16/07/2024 09:00:00 - 16/07/2024 10:00:00","BZN|NL","Without sequence","10.0","",""
"16/07/2024 10:00:00 - 16/07/2024 11:00:00","BZN|NL","Without sequence","-3.0","",""
"16/07/2024 11:00:00 - 16/07/2024 12:00:00","BZN|NL","Without sequence","-10.0","",""
"16/07/2024 12:00:00 - 16/07/2024 13:00:00","BZN|NL","Without sequence","-10.09","",""
"16/07/2024 13:00:00 - 16/07/2024 14:00:00","BZN|NL","Without sequence","-10.1","",""
"16/07/2024 14:00:00 - 16/07/2024 15:00:00","BZN|NL","Without sequence","-10.07","",""
"16/07/2024 15:00:00 - 16/07/2024 16:00:00","BZN|NL","Without sequence","-10.08","",""
"16/07/2024 16:00:00 - 16/07/2024 17:00:00","BZN|NL","Without sequence","-10.0","",""
"16/07/2024 17:00:00 - 16/07/2024 18:00:00","BZN|NL","Without sequence","24.9","",""
"16/07/2024 18:00:00 - 16/07/2024 19:00:00","BZN|NL","Without sequence","63.98","",""
"16/07/2024 19:00:00 - 16/07/2024 20:00:00","BZN|NL","Without sequence","89.1","",""
"16/07/2024 20:00:00 - 16/07/2024 21:00:00","BZN|NL","Without sequence","121.37","",""
"16/07/2024 21:00:00 - 16/07/2024 22:00:00","BZN|NL","Without sequence","114.68","",""
"16/07/2024 22:00:00 - 16/07/2024 23:00:00","BZN|NL","Without sequence","106.25","",""
"16/07/2024 23:00:00 - 17/07/2024 00:00:00","BZN|NL","Without sequence","85.1","",""
"17/07/2024 00:00:00 - 17/07/2024 01:00:00","BZN|NL","Without sequence","87.6","",""
"17/07/2024 01:00:00 - 17/07/2024 02:00:00","BZN|NL","Without sequence","73.08","",""
"17/07/2024 02:00:00 - 17/07/2024 03:00:00","BZN|NL","Without sequence","72.87","",""
"17/07/2024 03:00:00 - 17/07/2024 04:00:00","BZN|NL","Without sequence","70.56","",""
"17/07/2024 04:00:00 - 17/07/2024 05:00:00","BZN|NL","Without sequence","71.08","",""
"17/07/2024 05:00:00 - 17/07/2024 06:00:00","BZN|NL","Without sequence","77.51","",""
"17/07/2024 06:00:00 - 17/07/2024 07:00:00","BZN|NL","Without sequence","90.05","",""
"17/07/2024 07:00:00 - 17/07/2024 08:00:00","BZN|NL","Without sequence","100.12","",""
"17/07/2024 08:00:00 - 17/07/2024 09:00:00","BZN|NL","Without sequence","105.7","",""
"17/07/2024 09:00:00 - 17/07/2024 10:00:00","BZN|NL","Without sequence","78.04","",""
"17/07/2024 10:00:00 - 17/07/2024 11:00:00","BZN|NL","Without sequence","59.34","",""
"17/07/2024 11:00:00 - 17/07/2024 12:00:00","BZN|NL","Without sequence","42.65","",""
"17/07/2024 12:00:00 - 17/07/2024 13:00:00","BZN|NL","Without sequence","33.53","",""
"17/07/2024 13:00:00 - 17/07/2024 14:00:00","BZN|NL","Without sequence","22.71","",""
"17/07/2024 14:00:00 - 17/07/2024 15:00:00","BZN|NL","Without sequence","11.89","",""
"17/07/2024 15:00:00 - 17/07/2024 16:00:00","BZN|NL","Without sequence","14.29","",""
"17/07/2024 16:00:00 - 17/07/2024 17:00:00","BZN|NL","Without sequence","40.13","",""
"17/07/2024 17:00:00 - 17/07/2024 18:00:00","BZN|NL","Without sequence","63.0","",""
"17/07/2024 18:00:00 - 17/07/2024 19:00:00","BZN|NL","Without sequence","84.93","",""
"17/07/2024 19:00:00 - 17/07/2024 20:00:00","BZN|NL","Without sequence","109.63","",""
"17/07/2024 20:00:00 - 17/07/2024 21:00:00","BZN|NL","Without sequence","182.61","",""
"17/07/2024 21:00:00 - 17/07/2024 22:00:00","BZN|NL","Without sequence","142.63","",""
"17/07/2024 22:00:00 - 17/07/2024 23:00:00","BZN|NL","Without sequence","115.97","",""
"17/07/2024 23:00:00 - 18/07/2024 00:00:00","BZN|NL","Without sequence","92.17","",""
"18/07/2024 00:00:00 - 18/07/2024 01:00:00","BZN|NL","Without sequence","90.26","",""
"18/07/2024 01:00:00 - 18/07/2024 02:00:00","BZN|NL","Without sequence","80.34","",""
"18/07/2024 02:00:00 - 18/07/2024 03:00:00","BZN|NL","Without sequence","77.43","",""
"18/07/2024 03:00:00 - 18/07/2024 04:00:00","BZN|NL","Without sequence","78.01","",""
"18/07/2024 04:00:00 - 18/07/2024 05:00:00","BZN|NL","Without sequence","77.52","",""
"18/07/2024 05:00:00 - 18/07/2024 06:00:00","BZN|NL","Without sequence","90.22","",""
"18/07/2024 06:00:00 - 18/07/2024 07:00:00","BZN|NL","Without sequence","116.0","",""
"18/07/2024 07:00:00 - 18/07/2024 08:00:00","BZN|NL","Without sequence","106.56","",""
"18/07/2024 08:00:00 - 18/07/2024 09:00:00","BZN|NL","Without sequence","97.22","",""
"18/07/2024 09:00:00 - 18/07/2024 10:00:00","BZN|NL","Without sequence","79.9","",""
"18/07/2024 10:00:00 - 18/07/2024 11:00:00","BZN|NL","Without sequence","64.82","",""
"18/07/2024 11:00:00 - 18/07/2024 12:00:00","BZN|NL","Without sequence","48.13","",""
"18/07/2024 12:00:00 - 18/07/2024 13:00:00","BZN|NL","Without sequence","35.85","",""
"18/07/2024 13:00:00 - 18/07/2024 14:00:00","BZN|NL","Without sequence","34.86","",""
"18/07/2024 14:00:00 - 18/07/2024 15:00:00","BZN|NL","Without sequence","38.02","",""
"18/07/2024 15:00:00 - 18/07/2024 16:00:00","BZN|NL","Without sequence","49.91","",""
"18/07/2024 16:00:00 - 18/07/2024 17:00:00","BZN|NL","Without sequence","68.59","",""
"18/07/2024 17:00:00 - 18/07/2024 18:00:00","BZN|NL","Without sequence","86.07","",""
"18/07/2024 18:00:00 - 18/07/2024 19:00:00","BZN|NL","Without sequence","96.11","",""
"18/07/2024 19:00:00 - 18/07/2024 20:00:00","BZN|NL","Without sequence","130.36","",""
"18/07/2024 20:00:00 - 18/07/2024 21:00:00","BZN|NL","Without sequence","212.02","",""
"18/07/2024 21:00:00 - 18/07/2024 22:00:00","BZN|NL","Without sequence","176.73","",""
"18/07/2024 22:00:00 - 18/07/2024 23:00:00","BZN|NL","Without sequence","119.96","",""
"18/07/2024 23:00:00 - 19/07/2024 00:00:00","BZN|NL","Without sequence","102.0","",""
"19/07/2024 00:00:00 - 19/07/2024 01:00:00","BZN|NL","Without sequence","90.32","",""
"19/07/2024 01:00:00 - 19/07/2024 02:00:00","BZN|NL","Without sequence","80.52","",""
"19/07/2024 02:00:00 - 19/07/2024 03:00:00","BZN|NL","Without sequence","79.98","",""
"19/07/2024 03:00:00 - 19/07/2024 04:00:00","BZN|NL","Without sequence","78.21","",""
"19/07/2024 04:00:00 - 19/07/2024 05:00:00","BZN|NL","Without sequence","81.28","",""
"19/07/2024 05:00:00 - 19/07/2024 06:00:00","BZN|NL","Without sequence","89.41","",""
"19/07/2024 06:00:00 - 19/07/2024 07:00:00","BZN|NL","Without sequence","110.89","",""
"19/07/2024 07:00:00 - 19/07/2024 08:00:00","BZN|NL","Without sequence","108.67","",""
"19/07/2024 08:00:00 - 19/07/2024 09:00:00","BZN|NL","Without sequence","98.4","",""
"19/07/2024 09:00:00 - 19/07/2024 10:00:00","BZN|NL","Without sequence","81.43","",""
"19/07/2024 10:00:00 - 19/07/2024 11:00:00","BZN|NL","Without sequence","70.28","",""
"19/07/2024 11:00:00 - 19/07/2024 12:00:00","BZN|NL","Without sequence","59.52","",""
"19/07/2024 12:00:00 - 19/07/2024 13:00:00","BZN|NL","Without sequence","45.13","",""
"19/07/2024 13:00:00 - 19/07/2024 14:00:00","BZN|NL","Without sequence","37.09","",""
"19/07/2024 14:00:00 - 19/07/2024 15:00:00","BZN|NL","Without sequence","36.81","",""
"19/07/2024 15:00:00 - 19/07/2024 16:00:00","BZN|NL","Without sequence","43.25","",""
"19/07/2024 16:00:00 - 19/07/2024 17:00:00","BZN|NL","Without sequence","65.0","",""
"19/07/2024 17:00:00 - 19/07/2024 18:00:00","BZN|NL","Without sequence","77.59","",""
"19/07/2024 18:00:00 - 19/07/2024 19:00:00","BZN|NL","Without sequence","91.15","",""
"19/07/2024 19:00:00 - 19/07/2024 20:00:00","BZN|NL","Without sequence","119.04","",""
"19/07/2024 20:00:00 - 19/07/2024 21:00:00","BZN|NL","Without sequence","181.12","",""
"19/07/2024 21:00:00 - 19/07/2024 22:00:00","BZN|NL","Without sequence","120.96","",""
"19/07/2024 22:00:00 - 19/07/2024 23:00:00","BZN|NL","Without sequence","107.06","",""
"19/07/2024 23:00:00 - 20/07/2024 00:00:00","BZN|NL","Without sequence","91.67","",""
"20/07/2024 00:00:00 - 20/07/2024 01:00:00","BZN|NL","Without sequence","95.0","",""
"20/07/2024 01:00:00 - 20/07/2024 02:00:00","BZN|NL","Without sequence","89.66","",""
"20/07/2024 02:00:00 - 20/07/2024 03:00:00","BZN|NL","Without sequence","88.0","",""
"20/07/2024 03:00:00 - 20/07/2024 04:00:00","BZN|NL","Without sequence","89.88","",""
"20/07/2024 04:00:00 - 20/07/2024 05:00:00","BZN|NL","Without sequence","94.24","",""
"20/07/2024 05:00:00 - 20/07/2024 06:00:00","BZN|NL","Without sequence","93.8","",""
"20/07/2024 06:00:00 - 20/07/2024 07:00:00","BZN|NL","Without sequence","88.45","",""
"20/07/2024 07:00:00 - 20/07/2024 08:00:00","BZN|NL","Without sequence","81.68","",""
"20/07/2024 08:00:00 - 20/07/2024 09:00:00","BZN|NL","Without sequence","68.11","",""
"20/07/2024 09:00:00 - 20/07/2024 10:00:00","BZN|NL","Without sequence","49.89","",""
"20/07/2024 10:00:00 - 20/07/2024 11:00:00","BZN|NL","Without sequence","5.15","",""
"20/07/2024 11:00:00 - 20/07/2024 12:00:00","BZN|NL","Without sequence","-0.97","",""
"20/07/2024 12:00:00 - 20/07/2024 13:00:00","BZN|NL","Without sequence","-5.4","",""
"20/07/2024 13:00:00 - 20/07/2024 14:00:00","BZN|NL","Without sequence","-5.07","",""
"20/07/2024 14:00:00 - 20/07/2024 15:00:00","BZN|NL","Without sequence","-4.0","",""
"20/07/2024 15:00:00 - 20/07/2024 16:00:00","BZN|NL","Without sequence","-3.3","",""
"20/07/2024 16:00:00 - 20/07/2024 17:00:00","BZN|NL","Without sequence","1.43","",""
"20/07/2024 17:00:00 - 20/07/2024 18:00:00","BZN|NL","Without sequence","52.29","",""
"20/07/2024 18:00:00 - 20/07/2024 19:00:00","BZN|NL","Without sequence","85.0","",""
"20/07/2024 19:00:00 - 20/07/2024 20:00:00","BZN|NL","Without sequence","107.95","",""
"20/07/2024 20:00:00 - 20/07/2024 21:00:00","BZN|NL","Without sequence","136.36","",""
"20/07/2024 21:00:00 - 20/07/2024 22:00:00","BZN|NL","Without sequence","112.54","",""
"20/07/2024 22:00:00 - 20/07/2024 23:00:00","BZN|NL","Without sequence","126.3","",""
"20/07/2024 23:00:00 - 21/07/2024 00:00:00","BZN|NL","Without sequence","90.93","",""
"21/07/2024 00:00:00 - 21/07/2024 01:00:00","BZN|NL","Without sequence","89.0","",""
"21/07/2024 01:00:00 - 21/07/2024 02:00:00","BZN|NL","Without sequence","91.1","",""
"21/07/2024 02:00:00 - 21/07/2024 03:00:00","BZN|NL","Without sequence","83.0","",""
"21/07/2024 03:00:00 - 21/07/2024 04:00:00","BZN|NL","Without sequence","90.0","",""
"21/07/2024 04:00:00 - 21/07/2024 05:00:00","BZN|NL","Without sequence","86.4","",""
"21/07/2024 05:00:00 - 21/07/2024 06:00:00","BZN|NL","Without sequence","100.0","",""
"21/07/2024 06:00:00 - 21/07/2024 07:00:00","BZN|NL","Without sequence","73.9","",""
"21/07/2024 07:00:00 - 21/07/2024 08:00:00","BZN|NL","Without sequence","56.53","",""
"21/07/2024 08:00:00 - 21/07/2024 09:00:00","BZN|NL","Without sequence","64.9","",""
"21/07/2024 09:00:00 - 21/07/2024 10:00:00","BZN|NL","Without sequence","19.7","",""
"21/07/2024 10:00:00 - 21/07/2024 11:00:00","BZN|NL","Without sequence","0.09","",""
"21/07/2024 11:00:00 - 21/07/2024 12:00:00","BZN|NL","Without sequence","0.03","",""
"21/07/2024 12:00:00 - 21/07/2024 13:00:00","BZN|NL","Without sequence","0.02","",""
"21/07/2024 13:00:00 - 21/07/2024 14:00:00","BZN|NL","Without sequence","-0.06","",""
"21/07/2024 14:00:00 - 21/07/2024 15:00:00","BZN|NL","Without sequence","-0.18","",""
"21/07/2024 15:00:00 - 21/07/2024 16:00:00","BZN|NL","Without sequence","0.07","",""
"21/07/2024 16:00:00 - 21/07/2024 17:00:00","BZN|NL","Without sequence","0.27","",""
"21/07/2024 17:00:00 - 21/07/2024 18:00:00","BZN|NL","Without sequence","51.72","",""
"21/07/2024 18:00:00 - 21/07/2024 19:00:00","BZN|NL","Without sequence","80.45","",""
"21/07/2024 19:00:00 - 21/07/2024 20:00:00","BZN|NL","Without sequence","98.5","",""
"21/07/2024 20:00:00 - 21/07/2024 21:00:00","BZN|NL","Without sequence","122.51","",""
"21/07/2024 21:00:00 - 21/07/2024 22:00:00","BZN|NL","Without sequence","124.53","",""
"21/07/2024 22:00:00 - 21/07/2024 23:00:00","BZN|NL","Without sequence","107.92","",""
"21/07/2024 23:00:00 - 22/07/2024 00:00:00","BZN|NL","Without sequence","90.16","",""
"22/07/2024 00:00:00 - 22/07/2024 01:00:00","BZN|NL","Without sequence","116.11","",""
"22/07/2024 01:00:00 - 22/07/2024 02:00:00","BZN|NL","Without sequence","91.51","",""
"22/07/2024 02:00:00 - 22/07/2024 03:00:00","BZN|NL","Without sequence","83.7","",""
"22/07/2024 03:00:00 - 22/07/2024 04:00:00","BZN|NL","Without sequence","85.0","",""
"22/07/2024 04:00:00 - 22/07/2024 05:00:00","BZN|NL","Without sequence","81.84","",""
"22/07/2024 05:00:00 - 22/07/2024 06:00:00","BZN|NL","Without sequence","79.32","",""
"22/07/2024 06:00:00 - 22/07/2024 07:00:00","BZN|NL","Without sequence","108.71","",""
"22/07/2024 07:00:00 - 22/07/2024 08:00:00","BZN|NL","Without sequence","120.09","",""
"22/07/2024 08:00:00 - 22/07/2024 09:00:00","BZN|NL","Without sequence","114.28","",""
"22/07/2024 09:00:00 - 22/07/2024 10:00:00","BZN|NL","Without sequence","87.1","",""
"22/07/2024 10:00:00 - 22/07/2024 11:00:00","BZN|NL","Without sequence","50.0","",""
"22/07/2024 11:00:00 - 22/07/2024 12:00:00","BZN|NL","Without sequence","14.23","",""
"22/07/2024 12:00:00 - 22/07/2024 13:00:00","BZN|NL","Without sequence","25.61","",""
"22/07/2024 13:00:00 - 22/07/2024 14:00:00","BZN|NL","Without sequence","21.12","",""
"22/07/2024 14:00:00 - 22/07/2024 15:00:00","BZN|NL","Without sequence","17.42","",""
"22/07/2024 15:00:00 - 22/07/2024 16:00:00","BZN|NL","Without sequence","17.49","",""
"22/07/2024 16:00:00 - 22/07/2024 17:00:00","BZN|NL","Without sequence","21.8","",""
"22/07/2024 17:00:00 - 22/07/2024 18:00:00","BZN|NL","Without sequence","63.32","",""
"22/07/2024 18:00:00 - 22/07/2024 19:00:00","BZN|NL","Without sequence","79.9","",""
"22/07/2024 19:00:00 - 22/07/2024 20:00:00","BZN|NL","Without sequence","99.91","",""
"22/07/2024 20:00:00 - 22/07/2024 21:00:00","BZN|NL","Without sequence","139.87","",""
"22/07/2024 21:00:00 - 22/07/2024 22:00:00","BZN|NL","Without sequence","140.26","",""
"22/07/2024 22:00:00 - 22/07/2024 23:00:00","BZN|NL","Without sequence","109.97","",""
"22/07/2024 23:00:00 - 23/07/2024 00:00:00","BZN|NL","Without sequence","95.52","",""
"23/07/2024 00:00:00 - 23/07/2024 01:00:00","BZN|NL","Without sequence","82.85","",""
"23/07/2024 01:00:00 - 23/07/2024 02:00:00","BZN|NL","Without sequence","73.65","",""
"23/07/2024 02:00:00 - 23/07/2024 03:00:00","BZN|NL","Without sequence","73.39","",""
"23/07/2024 03:00:00 - 23/07/2024 04:00:00","BZN|NL","Without sequence","68.13","",""
"23/07/2024 04:00:00 - 23/07/2024 05:00:00","BZN|NL","Without sequence","70.56","",""
"23/07/2024 05:00:00 - 23/07/2024 06:00:00","BZN|NL","Without sequence","73.68","",""
"23/07/2024 06:00:00 - 23/07/2024 07:00:00","BZN|NL","Without sequence","99.9","",""
"23/07/2024 07:00:00 - 23/07/2024 08:00:00","BZN|NL","Without sequence","116.0","",""
"23/07/2024 08:00:00 - 23/07/2024 09:00:00","BZN|NL","Without sequence","110.45","",""
"23/07/2024 09:00:00 - 23/07/2024 10:00:00","BZN|NL","Without sequence","86.48","",""
"23/07/2024 10:00:00 - 23/07/2024 11:00:00","BZN|NL","Without sequence","68.87","",""
"23/07/2024 11:00:00 - 23/07/2024 12:00:00","BZN|NL","Without sequence","58.2","",""
"23/07/2024 12:00:00 - 23/07/2024 13:00:00","BZN|NL","Without sequence","36.48","",""
"23/07/2024 13:00:00 - 23/07/2024 14:00:00","BZN|NL","Without sequence","32.43","",""
"23/07/2024 14:00:00 - 23/07/2024 15:00:00","BZN|NL","Without sequence","29.32","",""
"23/07/2024 15:00:00 - 23/07/2024 16:00:00","BZN|NL","Without sequence","32.72","",""
"23/07/2024 16:00:00 - 23/07/2024 17:00:00","BZN|NL","Without sequence","46.2","",""
"23/07/2024 17:00:00 - 23/07/2024 18:00:00","BZN|NL","Without sequence","75.4","",""
"23/07/2024 18:00:00 - 23/07/2024 19:00:00","BZN|NL","Without sequence","82.41","",""
"23/07/2024 19:00:00 - 23/07/2024 20:00:00","BZN|NL","Without sequence","96.03","",""
"23/07/2024 20:00:00 - 23/07/2024 21:00:00","BZN|NL","Without sequence","116.93","",""
"23/07/2024 21:00:00 - 23/07/2024 22:00:00","BZN|NL","Without sequence","102.01","",""
"23/07/2024 22:00:00 - 23/07/2024 23:00:00","BZN|NL","Without sequence","100.35","",""
"23/07/2024 23:00:00 - 24/07/2024 00:00:00","BZN|NL","Without sequence","91.7","",""
"24/07/2024 00:00:00 - 24/07/2024 01:00:00","BZN|NL","Without sequence","83.51","",""
"24/07/2024 01:00:00 - 24/07/2024 02:00:00","BZN|NL","Without sequence","78.33","",""
"24/07/2024 02:00:00 - 24/07/2024 03:00:00","BZN|NL","Without sequence","73.0","",""
"24/07/2024 03:00:00 - 24/07/2024 04:00:00","BZN|NL","Without sequence","73.6","",""
"24/07/2024 04:00:00 - 24/07/2024 05:00:00","BZN|NL","Without sequence","84.8","",""
"24/07/2024 05:00:00 - 24/07/2024 06:00:00","BZN|NL","Without sequence","73.62","",""
"24/07/2024 06:00:00 - 24/07/2024 07:00:00","BZN|NL","Without sequence","94.72","",""
"24/07/2024 07:00:00 - 24/07/2024 08:00:00","BZN|NL","Without sequence","112.94","",""
"24/07/2024 08:00:00 - 24/07/2024 09:00:00","BZN|NL","Without sequence","99.05","",""
"24/07/2024 09:00:00 - 24/07/2024 10:00:00","BZN|NL","Without sequence","72.86","",""
"24/07/2024 10:00:00 - 24/07/2024 11:00:00","BZN|NL","Without sequence","54.64","",""
"24/07/2024 11:00:00 - 24/07/2024 12:00:00","BZN|NL","Without sequence","20.09","",""
"24/07/2024 12:00:00 - 24/07/2024 13:00:00","BZN|NL","Without sequence","0.0","",""
"24/07/2024 13:00:00 - 24/07/2024 14:00:00","BZN|NL","Without sequence","-1.97","",""
"24/07/2024 14:00:00 - 24/07/2024 15:00:00","BZN|NL","Without sequence","-10.0","",""
"24/07/2024 15:00:00 - 24/07/2024 16:00:00","BZN|NL","Without sequence","-3.59","",""
"24/07/2024 16:00:00 - 24/07/2024 17:00:00","BZN|NL","Without sequence","1.81","",""
"24/07/2024 17:00:00 - 24/07/2024 18:00:00","BZN|NL","Without sequence","39.68","",""
"24/07/2024 18:00:00 - 24/07/2024 19:00:00","BZN|NL","Without sequence","68.7","",""
"24/07/2024 19:00:00 - 24/07/2024 20:00:00","BZN|NL","Without sequence","96.87","",""
"24/07/2024 20:00:00 - 24/07/2024 21:00:00","BZN|NL","Without sequence","110.51","",""
"24/07/2024 21:00:00 - 24/07/2024 22:00:00","BZN|NL","Without sequence","121.47","",""
"24/07/2024 22:00:00 - 24/07/2024 23:00:00","BZN|NL","Without sequence","109.01","",""
"24/07/2024 23:00:00 - 25/07/2024 00:00:00","BZN|NL","Without sequence","93.66","",""
"25/07/2024 00:00:00 - 25/07/2024 01:00:00","BZN|NL","Without sequence","92.55","",""
"25/07/2024 01:00:00 - 25/07/2024 02:00:00","BZN|NL","Without sequence","87.2","",""
"25/07/2024 02:00:00 - 25/07/2024 03:00:00","BZN|NL","Without sequence","84.9","",""
"25/07/2024 03:00:00 - 25/07/2024 04:00:00","BZN|NL","Without sequence","79.92","",""
"25/07/2024 04:00:00 - 25/07/2024 05:00:00","BZN|NL","Without sequence","76.4","",""
"25/07/2024 05:00:00 - 25/07/2024 06:00:00","BZN|NL","Without sequence","92.53","",""
"25/07/2024 06:00:00 - 25/07/2024 07:00:00","BZN|NL","Without sequence","106.16","",""
"25/07/2024 07:00:00 - 25/07/2024 08:00:00","BZN|NL","Without sequence","109.03","",""
"25/07/2024 08:00:00 - 25/07/2024 09:00:00","BZN|NL","Without sequence","90.98","",""
"25/07/2024 09:00:00 - 25/07/2024 10:00:00","BZN|NL","Without sequence","71.98","",""
"25/07/2024 10:00:00 - 25/07/2024 11:00:00","BZN|NL","Without sequence","55.08","",""
"25/07/2024 11:00:00 - 25/07/2024 12:00:00","BZN|NL","Without sequence","36.95","",""
"25/07/2024 12:00:00 - 25/07/2024 13:00:00","BZN|NL","Without sequence","24.31","",""
"25/07/2024 13:00:00 - 25/07/2024 14:00:00","BZN|NL","Without sequence","17.36","",""
"25/07/2024 14:00:00 - 25/07/2024 15:00:00","BZN|NL","Without sequence","13.27","",""
"25/07/2024 15:00:00 - 25/07/2024 16:00:00","BZN|NL","Without sequence","26.2","",""
"25/07/2024 16:00:00 - 25/07/2024 17:00:00","BZN|NL","Without sequence","53.8","",""
"25/07/2024 17:00:00 - 25/07/2024 18:00:00","BZN|NL","Without sequence","80.0","",""
"25/07/2024 18:00:00 - 25/07/2024 19:00:00","BZN|NL","Without sequence","97.0","",""
"25/07/2024 19:00:00 - 25/07/2024 20:00:00","BZN|NL","Without sequence","119.9","",""
"25/07/2024 20:00:00 - 25/07/2024 21:00:00","BZN|NL","Without sequence","148.3","",""
"25/07/2024 21:00:00 - 25/07/2024 22:00:00","BZN|NL","Without sequence","129.97","",""
"25/07/2024 22:00:00 - 25/07/2024 23:00:00","BZN|NL","Without sequence","100.0","",""
"25/07/2024 23:00:00 - 26/07/2024 00:00:00","BZN|NL","Without sequence","84.95","",""
"26/07/2024 00:00:00 - 26/07/2024 01:00:00","BZN|NL","Without sequence","81.0","",""
"26/07/2024 01:00:00 - 26/07/2024 02:00:00","BZN|NL","Without sequence","73.5","",""
"26/07/2024 02:00:00 - 26/07/2024 03:00:00","BZN|NL","Without sequence","75.01","",""
"26/07/2024 03:00:00 - 26/07/2024 04:00:00","BZN|NL","Without sequence","77.5","",""
"26/07/2024 04:00:00 - 26/07/2024 05:00:00","BZN|NL","Without sequence","76.9","",""
"26/07/2024 05:00:00 - 26/07/2024 06:00:00","BZN|NL","Without sequence","79.99","",""
"26/07/2024 06:00:00 - 26/07/2024 07:00:00","BZN|NL","Without sequence","94.76","",""
"26/07/2024 07:00:00 - 26/07/2024 08:00:00","BZN|NL","Without sequence","110.2","",""
"26/07/2024 08:00:00 - 26/07/2024 09:00:00","BZN|NL","Without sequence","100.56","",""
"26/07/2024 09:00:00 - 26/07/2024 10:00:00","BZN|NL","Without sequence","94.8","",""
"26/07/2024 10:00:00 - 26/07/2024 11:00:00","BZN|NL","Without sequence","88.72","",""
"26/07/2024 11:00:00 - 26/07/2024 12:00:00","BZN|NL","Without sequence","78.19","",""
"26/07/2024 12:00:00 - 26/07/2024 13:00:00","BZN|NL","Without sequence","69.16","",""
"26/07/2024 13:00:00 - 26/07/2024 14:00:00","BZN|NL","Without sequence","59.4","",""
"26/07/2024 14:00:00 - 26/07/2024 15:00:00","BZN|NL","Without sequence","50.0","",""
"26/07/2024 15:00:00 - 26/07/2024 16:00:00","BZN|NL","Without sequence","60.49","",""
"26/07/2024 16:00:00 - 26/07/2024 17:00:00","BZN|NL","Without sequence","71.14","",""
"26/07/2024 17:00:00 - 26/07/2024 18:00:00","BZN|NL","Without sequence","88.19","",""
"26/07/2024 18:00:00 - 26/07/2024 19:00:00","BZN|NL","Without sequence","94.99","",""
"26/07/2024 19:00:00 - 26/07/2024 20:00:00","BZN|NL","Without sequence","109.9","",""
"26/07/2024 20:00:00 - 26/07/2024 21:00:00","BZN|NL","Without sequence","146.09","",""
"26/07/2024 21:00:00 - 26/07/2024 22:00:00","BZN|NL","Without sequence","138.39","",""
"26/07/2024 22:00:00 - 26/07/2024 23:00:00","BZN|NL","Without sequence","106.46","",""
"26/07/2024 23:00:00 - 27/07/2024 00:00:00","BZN|NL","Without sequence","97.9","",""
"27/07/2024 00:00:00 - 27/07/2024 01:00:00","BZN|NL","Without sequence","103.88","",""
"27/07/2024 01:00:00 - 27/07/2024 02:00:00","BZN|NL","Without sequence","103.03","",""
"27/07/2024 02:00:00 - 27/07/2024 03:00:00","BZN|NL","Without sequence","96.89","",""
"27/07/2024 03:00:00 - 27/07/2024 04:00:00","BZN|NL","Without sequence","94.81","",""
"27/07/2024 04:00:00 - 27/07/2024 05:00:00","BZN|NL","Without sequence","92.79","",""
"27/07/2024 05:00:00 - 27/07/2024 06:00:00","BZN|NL","Without sequence","90.19","",""
"27/07/2024 06:00:00 - 27/07/2024 07:00:00","BZN|NL","Without sequence","87.09","",""
"27/07/2024 07:00:00 - 27/07/2024 08:00:00","BZN|NL","Without sequence","82.41","",""
"27/07/2024 08:00:00 - 27/07/2024 09:00:00","BZN|NL","Without sequence","84.69","",""
"27/07/2024 09:00:00 - 27/07/2024 10:00:00","BZN|NL","Without sequence","66.38","",""
"27/07/2024 10:00:00 - 27/07/2024 11:00:00","BZN|NL","Without sequence","59.83","",""
"27/07/2024 11:00:00 - 27/07/2024 12:00:00","BZN|NL","Without sequence","39.9","",""
"27/07/2024 12:00:00 - 27/07/2024 13:00:00","BZN|NL","Without sequence","28.0","",""
"27/07/2024 13:00:00 - 27/07/2024 14:00:00","BZN|NL","Without sequence","17.8","",""
"27/07/2024 14:00:00 - 27/07/2024 15:00:00","BZN|NL","Without sequence","17.92","",""
"27/07/2024 15:00:00 - 27/07/2024 16:00:00","BZN|NL","Without sequence","32.2","",""
"27/07/2024 16:00:00 - 27/07/2024 17:00:00","BZN|NL","Without sequence","58.56","",""
"27/07/2024 17:00:00 - 27/07/2024 18:00:00","BZN|NL","Without sequence","84.04","",""
"27/07/2024 18:00:00 - 27/07/2024 19:00:00","BZN|NL","Without sequence","103.01","",""
